,1AO_17,1AO_20,1AO_23,1AO_22,1AC_17,1AC_20,1AC_23,1AC_22,1NO_16,1NO_18,1NO_21,1NO_10,1NC_16,1NC_18,1NC_21,1NC_10,2AO_17,2AO_20,2AO_23,2AO_22,2AC_17,2AC_20,2AC_23,2AC_22,2NO_16,2NO_18,2NO_21,2NO_10,2NC_16,2NC_18,2NC_21,2NC_10,3AO_17,3AO_20,3AO_23,3AO_22,3AC_17,3AC_20,3AC_23,3AC_22,3NO_16,3NO_18,3NO_10,3NC_16,3NC_18,3NC_21,3NC_10,4AO_17,4AO_20,4AO_23,4AO_22,4AC_17,4AC_20,4AC_23,4AC_22,4NO_16,4NO_18,4NO_21,4NO_10,4NC_16,4NC_18,4NC_21,4NC_10,5AO_17,5AO_20,5AO_23,5AO_22,5AC_17,5AC_20,5AC_23,5AC_22,5NO_16,5NO_18,5NO_21,5NO_10,5NC_16,5NC_18,5NC_21,5NC_10,6AO_17,6AO_20,6AO_23,6AO_22,6AC_17,6AC_20,6AC_23,6AC_22,6NO_16,6NO_18,6NO_21,6NO_10,6NC_16,6NC_18,6NC_21,6NC_10
asv55753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015591705,0,0,0,0,0,0,0,0,0,0,0,0.019370085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118823424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv01298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00518312,0,0,0,0,0,0,0,0,0.066853997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040355125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017284804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv04969,0,0,0.037583893,0,0.023957834,0,0,0,0,0,0.045008183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024996934,0,0,0,0,0,0,0,0,0,0,0,0,0.026835192,0,0,0,0,0,0,0,0.020883534,0,0.035346207,0.006366669,0,0,0,0,0,0,0,0.045840973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044319569,0,0,0,0.044221908,0.035418026,0.049678221
asv05207,0,0,0.039373602,0,0,0.0312581,0,0,0.023095443,0,0,0,0,0,0,0,0.073331074,0.055903775,0.0740606,0.056190053,0.049070886,0.004102598,0.005964897,0,0.076117816,0.140181562,0.146243119,0.039361626,0,0,0,0,0.138281548,0.115473517,0.193150233,0.152424193,0.087380791,0.011750092,0.040937063,0.016335421,0.144827927,0.01792233,0,0,0,0.108988226,0.012757814,0.222082535,0.093589544,0.304906564,0,0.169781316,0.004749409,0.026324755,0.012075836,0.039607808,0.221515311,0.081489287,0,0,0,0,0.024096386,0.098892807,0.055732638,0.120966715,0.098629968,0.054660833,0,0.050174041,0,0.040495141,0.042925443,0,0.036970015,0,0,0,0.019856372,0.031974835,0.01137883,0.064930046,0,0.024298324,0,0,0.019212296,0.065970894,0,0,0,0.013250575,0,0.02236928,0
asv08878,0,0,0,0,0,0.012667448,0.020351573,0,0.011177466,0,0,0.01793143,0,0,0,0,0.004157889,0.003109872,0,0,0,0,0,0,0,0.013169896,0,0,0,0,0,0,0,0,0.018843925,0,0,0,0,0,0,0.001886561,0,0,0,0,0.018427954,0.005863521,0.004401505,0,0,0.003865855,0,0.017033665,0,0,0,0,0.032536475,0,0,0,0,0,0,0,0,0.016218007,0,0.006271755,0,0,0,0,0,0,0,0,0,0,0,0.00463786,0,0,0,0.00905592,0,0.002153749,0,0,0,0,0,0.014912853,0
asv13972,0,0,0,0,0,0.01982221,0,0.030636473,0,0,0,0,0,0,0,0,0,0.012957799,0,0,0,0.020974173,0,0,0.009133254,0,0,0.014313319,0,0.008789509,0.034866153,0.013452794,0,0,0,0,0,0,0,0,0,0.005659683,0,0,0,0.028072725,0,0,0,0,0,0.006765246,0,0,0,0.00523122,0,0,0.017124461,0.036375983,0,0,0,0.012821286,0,0.025466677,0,0,0.009301224,0,0,0,0,0.008334722,0,0.012022121,0.027821334,0.020203041,0.047986233,0,0,0,0,0,0,0,0,0,0.006436571,0,0,0,0.004992796,0.014912853,0
asv16607,0.01347681,0,0,0,0,0,0,0,0,0.010796638,0,0.053794291,0,0,0,0,0,0,0,0,0,0.027701188,0,0.035258769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020982308,0,0,0,0,0,0,0,0,0.017010419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009400585,0,0,0,0,0.016065751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025878243,0,0,0,0
asv18187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051858102,0.104598458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115593573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv22939,0,0.025815087,0.037583893,0,0,0.015042594,0.025439467,0,0.01836298,0.012108492,0.090016367,0.052001148,0.01491024,0.011747135,0.023883449,0.025887734,0.022644023,0.026952222,0,0,0.031623379,0,0,0.070517537,0.015078803,0,0,0.064409933,0,0,0,0.032286706,0.013388956,0,0,0,0.029018611,0,0.042257613,0,0,0.004716403,0,0.013709664,0.099657199,0,0,0.006783926,0,0,0,0.0085205,0.013654552,0,0,0,0,0,0,0.012423463,0.01950078,0.018470144,0.03373494,0,0,0,0,0,0,0,0,0,0,0,0,0.017986536,0,0.032829941,0.024820465,0,0.007019937,0,0.019203072,0,0,0,0.039705411,0,0.013588317,0,0,0.054716136,0,0,0
asv25424,0,0,0,0,0,0,0,0,0,0.006169507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008375857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051991302,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083699519,0.054450527,0,0,0,0,0,0,0,0,0,0.030821865,0,0,0,0,0.020577148,0.052766139,0.039589932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351779,0.012543274,0,0,0,0,0,0
asv31287,0,0,0.048322148,0,0.038105927,0,0,0.099568536,0,0,0,0,0.015872558,0,0,0,0,0,0,0.024828163,0.015390535,0.017230911,0,0,0.020549822,0,0.041783748,0,0,0.008878844,0.092976407,0,0,0.003471861,0,0,0,0.021095398,0,0.068064253,0,0,0,0.041525586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089782375,0.039671663,0,0,0,0,0,0,0,0,0,0.031047544,0,0,0.018753126,0,0.040073736,0.024420024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007132566,0,0
asv31417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074038691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020130695,0,0,0,0,0,0,0,0,0,0.01196438,0,0,0,0,0,0,0,0,0,0,0.023349483,0,0,0,0,0,0.023065506,0,0,0,0,0.019621161,0,0,0,0,0,0,0,0,0
asv34853,0.014513487,0.0066928,0.016107383,0.039965896,0.016950876,0.030085189,0,0,0.007185514,0.006940696,0.108428805,0.028690288,0.022076975,0.012019126,0,0.021573111,0,0.013093368,0,0.013067454,0,0,0,0.032192789,0.011145202,0.009020154,0,0,0,0,0,0,0,0,0,0,0,0.003357169,0,0,0,0,0,0,0.009300165,0,0,0,0,0,0,0,0,0,0.018784634,0,0,0,0,0,0,0,0,0,0,0,0.029280772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003344873,0,0,0,0,0,0
asv36803,0,0,0,0,0.04911356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042828342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004923489,0,0,0,0,0,0,0,0,0.00463786,0,0.002025234,0,0,0,0,0,0,0,0,0,0,0
asv48098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046324892,0.027454091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029603754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv48169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043422652,0,0,0,0,0.137337242,0,0.042880829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv49066,0,0,0.034004474,0,0,0,0,0,0,0.008072328,0,0,0,0,0,0,0.012654013,0.015031047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047773891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv49721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03386769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049660936,0,0,0,0,0,0,0,0.06164373,0,0,0,0,0,0.071958323,0,0,0.011991024,0,0,0,0,0.016045569,0,0.059209474,0,0,0,0,0,0.102952797,0,0.071165168,0,0,0,0
asv41067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004394754,0,0.006726397,0,0.00173593,0,0,0.077724524,0.027232796,0,0,0.005717444,0.00118834,0,0,0,0,0.038273442,0,0,0.011223554,0,0.00596435,0.065591642,0.02167921,0,0,0,0.005619951,0,0.020051277,0,0,0.016064257,0,0,0,0,0.011023134,0.005918961,0.158361818,0.012419018,0.001497948,0,0,0,0.039399078,0,0,0.014892279,0,0,0.017005488,0,0.048921148,0.012034962,0.129801524,0.007684918,0,0.008230051,0,0,0,0,0.00559232,0
asv15413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052698351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv01690,0,0,0,0,0,0,0,0,0,0.004036164,0,0,0,0,0,0.015101178,0,0,0.005197235,0,0,0.015589872,0.014912241,0,0,0,0,0,0.007924349,0.012305312,0,0.028250868,0,0,0,0,0,0.010938355,0,0,0,0,0,0.010647586,0.019053761,0,0,0,0,0,0,0,0.018723143,0,0,0,0,0,0,0,0.01801601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008273488,0,0,0,0,0,0.006017481,0,0,0,0,0,0,0.010460981,0.007132566,0,0
asv03351,0,0,0,0,0,0,0,0,0,0,0.073649755,0,0,0.017620702,0,0,0,0.024360662,0,0,0,0,0,0,0.013699881,0,0,0.053674945,0,0,0,0,0.065639713,0.07158497,0.166454673,0.048646019,0.024656569,0,0,0,0.113819791,0.013677568,0,0,0,0,0,0.069292315,0.156655457,0,0,0.073276303,0,0.023227725,0.071113258,0.139534562,0,0.043554619,0.022261799,0,0,0,0,0.015382775,0.044995515,0,0.040068425,0,0,0,0,0.096051727,0,0.064594099,0.036970015,0.05165645,0,0,0,0.011234401,0.043689635,0,0.131220995,0.071404585,0,0.018111841,0.021773935,0.027998736,0.015733841,0.305722289,0,0,0,0,0
asv04791,0.077750824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv10458,0,0,0,0,0,0.006861534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005875046,0,0,0.003811629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003549561,0.005770424,0,0,0,0,0,0,0,0.005310272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006973987,0,0,0
asv13897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116129777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006660007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv16231,0,0,0,0.013321965,0,0,0,0,0,0.082466859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010644607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00356502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv17769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005226982,0,0,0,0,0,0,0,0,0.008612708,0,0,0,0,0,0,0,0,0.007553631,0,0,0,0,0,0.005323793,0,0,0,0,0,0,0,0.007159641,0,0,0,0,0,0,0,0,0.007800312,0,0,0,0,0,0,0.004569949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006075703,0.009026221,0,0,0,0,0,0,0.004184392,0,0,0
asv22176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009178402,0,0,0,0.005382943,0,0,0,0,0,0,0,0,0.011719666,0,0,0,0,0,0,0.014131137,0,0.015592884,0,0,0,0,0,0.012467199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051807387,0,0,0,0,0,0,0,0,0,0.02151107,0,0,0,0,0,0.015795887,0,0,0,0,0,0,0,0,0,0
asv25592,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006712648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021128806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00678774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv29690,0,0,0.014317673,0,0,0,0,0,0.020642391,0,0,0.028690288,0,0.01594254,0.033436828,0,0,0.008927296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009232215,0,0,0,0,0,0,0,0.028072725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010098241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005920137,0.010667653,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv39232,0,0,0,0,0,0,0,0.033189512,0,0,0,0,0,0,0,0,0.010656011,0,0,0,0,0,0,0,0,0,0,0,0,0.00966846,0,0.034977265,0,0,0,0,0,0.044363658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015269608,0,0,0,0,0,0,0.020409974,0,0,0,0,0,0,0,0,0,0,0.01655869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012125362,0,0
asv42111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031611661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv45142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010686171,0,0,0,0,0,0,0,0.037441498,0,0,0,0,0,0,0,0.005918961,0,0,0,0,0.012502084,0,0,0,0,0,0,0,0,0,0,0.027078664,0,0,0,0,0,0,0,0,0,0
asv47832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00415919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013812791,0,0,0,0,0,0,0,0.007415586,0,0,0,0,0,0,0,0,0.014585764,0,0,0,0,0,0.008641847,0.022993501,0,0,0,0,0,0,0.008614996,0.037629823,0.038415366,0,0,0,0,0
asv49795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006712648,0,0,0,0,0,0,0,0.01932641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv54651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005635787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014090455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040501791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011201792,0.05904732,0,0.00603728,0,0,0,0,0,0,0,0,0.002258101
asv06508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019020464,0,0,0,0,0,0,0,0.010263536,0,0,0,0,0,0,0,0.0475336,0,0,0,0,0,0,0.086166941,0,0,0,0,0,0,0,0.045732913,0,0,0,0,0,0,0,0.039388814,0,0,0,0,0,0,0,0.045082905,0,0,0.04025558,0,0,0,0,0,0.018551442,0.040006401,0,0,0,0,0,0,0,0,0.029988144,0,0,0
asv12406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033426999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv14056,0,0,0,0,0,0,0,0,0,0,0,0,0.00745512,0,0,0,0,0,0,0,0,0,0.004473672,0,0,0,0,0,0.003521933,0,0,0.018833912,0,0,0,0,0,0.021095398,0.026411008,0,0,0,0,0.002570562,0.007168073,0,0,0,0,0,0,0,0.015614322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008455659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv14162,0,0,0,0,0.015572592,0,0,0.035742552,0,0.003855942,0,0.062760006,0,0.008608404,0,0,0,0,0,0,0,0,0.008947345,0,0,0,0,0,0,0.011300347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014457831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv17537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017273598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232177931,0,0,0,0,0,0,0,0,0,0,0
asv33185,0.005559138,0.010517258,0,0.039965896,0,0,0,0,0,0,0,0,0,0,0,0,0.020789445,0,0,0,0,0,0,0.024527839,0,0,0.031337811,0,0,0,0,0,0.072470217,0,0,0,0.050145696,0,0.052822016,0,0,0,0,0.054327925,0,0,0,0,0,0,0,0.015463419,0,0.117687138,0.022809913,0,0,0,0,0.011710745,0.021840874,0,0,0,0,0,0,0,0,0.03919847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026097493,0
asv41909,0,0,0,0.045294682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104836075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005093335,0,0,0,0.032926715,0,0,0,0,0,0,0,0,0,0.012580292,0,0.208703718,0,1.394695845,0,0.040751641,0,0,0,0.009603842,0.011321731,0,0,0,0
asv50572,0,0,0,0,0.010781025,0.016626025,0,0,0.019531626,0,0,0,0.033188075,0,0,0,0,0,0,0,0.016352443,0,0,0,0.010274911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011288138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv03847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030937775,0,0,0.005635787,0,0,0,0,0.008489525,0,0,0,0,0,0.03414156,0.084357895,0,0,0,0,0.108396048,0,0.183869532,0.010371545,0,0,0,0,0,0,0.00678774,0.01235931,0,0.032362958,0,0,0,0,0.059309309,0,0.050008335,0,0.024115222,0,0,0,0,0,0,0.088014082,0,0,0.019621161,0,0.005743331,0,0,0,0.008242664,0,0,0
asv08936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010686171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008140189,0,0,0,0.022277579,0,0,0,0,0,0,0,0.017434968,0,0,0
asv12085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004765276,0.004196462,0,0,0,0,0,0,0.395940768,0,0.011340279,0,0,0,0,0,0,0,0,0.004876304,0,0,0,0,0,0,0,0,0,0,0,0.006450364,0,0,0,0,0,0,0,0.015417031,0.009742221,0,0,0,0,0,0,0.021370135,0,0,0,0,0.003344873,0.004801921,0,0.00557919,0,0,0
asv12810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027285484,0.056190053,0.08877273,0,0,0,0,0,0,0,0,0,0,0,0.011274911,0.00868453,0.034547196,0,0.198599827,0.004687866,0.075271373,0,0,0,0,0.00745331,0.012544128,0.018164704,0.021263024,0.019118336,0,0.125329692,0,0.117465757,0,0,0,0,0,0,0,0.019522584,0,0,0,0,0,0,0,0.081023332,0,0,0,0,0,0,0,0.012847526,0,0,0,0,0,0.010821674,0,0,0,0,0.051232789,0,0,0,0,0,0,0,0
asv16065,0,0,0,0,0,0,0,0,0.003193562,0,0,0,0,0,0.00477669,0,0,0.010712755,0,0,0,0,0,0,0.007211602,0.017203606,0,0,0,0,0,0,0.017163999,0.029123382,0,0,0,0,0,0.019057991,0.021365428,0.099407209,0,0,0,0.034678072,0,0.03107666,0.008134711,0.065470735,0,0,0.003983376,0.069683174,0.053670383,0.017067065,0.154886525,0.023884791,0.05651072,0,0,0,0,0.013673578,0.00837147,0.01655334,0.026198585,0,0,0,0,0,0.073689397,0,0,0,0,0.00757614,0,0.035282465,0.010028481,0.052562418,0.062409986,0,0,0.036223681,0.019212296,0,0.005853528,0,0,0,0.004992796,0,0
asv19458,0,0,0,0,0,0,0,0,0,0.02137952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv30321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009865547,0,0,0,0.017699597,0,0,0,0,0,0,0,0,0,0,0.01407245,0,0.048635403,0,0.144884821,0,0.029421785,0.024151673,0,0,0,0,0,0,0,0,0.00226258,0,0,0.010787653,0.055824228,0,0.017247327,0.028977708,0.011983582,0,0,0,0,0,0,0,0,0,0,0,0.036980089,0,0.024149121,0.055075248,0,0,0,0,0,0,0,0.081291634
asv43616,0,0,0.023266219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003133781,0,0,0,0,0,0.017065222,0.006943721,0,0.021079942,0.003403769,0,0.022449357,0.01089028,0,0,0,0,0,0,0,0.04506967,0.022345114,0.009352962,0,0.016481037,0,0.040261389,0.03086047,0.007473171,0.003836886,0.011239902,0,0,0,0,0,0.00452516,0,0,0.020034212,0.004302124,0,0.007839694,0,0.008987687,0,0,0,0.005995512,0,0,0,0,0,0.012367628,0,0.006075703,0,0,0.024335575,0,0,0,0,0.004881791,0,0,0
asv00859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102392019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00374487,0,0,0,0,0,0,0,0,0.022190492,0,0,0,0,0,0,0.085594941,0,0,0.004852171,0,0,0,0
asv02544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004592212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137040582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056231447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019383741,0,0,0,0,0,0,0
asv37716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173593,0,0,0,0,0,0.236863599,0,0,0,0,0,0,0,0,0.006602258,0,0,0,0,0,0,0.094722647,0,0,0,0,0,0,0,0,0,0,0.003082187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016602521,0.008965738,0,0,0,0,0,0,0,0
