,1AO_17,1AO_20,1AO_23,1AO_22,1AC_17,1AC_20,1AC_23,1AC_22,1NO_16,1NO_18,1NO_21,1NO_10,1NC_16,1NC_18,1NC_21,1NC_10,2AO_17,2AO_20,2AO_23,2AO_22,2AC_17,2AC_20,2AC_23,2AC_22,2NO_16,2NO_18,2NO_21,2NO_10,2NC_16,2NC_18,2NC_21,2NC_10,3AO_17,3AO_20,3AO_23,3AO_22,3AC_17,3AC_20,3AC_23,3AC_22,3NO_16,3NO_18,3NO_10,3NC_16,3NC_18,3NC_21,3NC_10,4AO_17,4AO_20,4AO_23,4AO_22,4AC_17,4AC_20,4AC_23,4AC_22,4NO_16,4NO_18,4NO_21,4NO_10,4NC_16,4NC_18,4NC_21,4NC_10,5AO_17,5AO_20,5AO_23,5AO_22,5AC_17,5AC_20,5AC_23,5AC_22,5NO_16,5NO_18,5NO_21,5NO_10,5NC_16,5NC_18,5NC_21,5NC_10,6AO_17,6AO_20,6AO_23,6AO_22,6AC_17,6AC_20,6AC_23,6AC_22,6NO_16,6NO_18,6NO_21,6NO_10,6NC_16,6NC_18,6NC_21,6NC_10
asv26771,0,0,0.041163311,0,0,0,0.035615254,0,0,0,0,0,0.02958016,0,0,0,0.006660007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015454865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047924654,0,0,0,0,0,0.027887282,0,0,0,0,0,0,0,0,0,0.014405762,0,0,0,0,0
asv27472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022728421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv37145,0,0.167320011,0,0,0,0,0,0,0.056685722,0,0,0,0,0.07326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv50661,0,0.172860108,0,0,0,0,0,0,0.010379076,0,0,0.012552001,0,0.060888501,0,0,0.021050733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009535555,0,0,0,0,0,0,0,0.013776635,0,0,0,0,0,0,0.029520831,0.010575124,0.014964739,0,0,0,0,0,0,0.018045318,0,0.025686691,0,0,0,0,0.021364965,0.020331663,0,0,0,0,0,0,0.014074426,0.054716689,0.031255209,0,0.020036868,0,0,0.02151107,0.02789227,0,0.015459535,0.028804609,0,0,0,0,0,0,0.020808323,0,0,0,0,0
asv52834,0,0,0.026845638,0,0,0,0,0,0,0.034703478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093529621,0,0,0,0,0,0,0,0,0.029111583,0,0,0,0,0.039218052,0,0.108233377,0.020034212,0,0,0.026654959,0,0,0.04923489,0,0.110910046,0,0,0,0,0.096753772,0,0.100486975,0,0,0,0,0,0,0.02425033,0,0,0.013947974,0,0,0
asv54688,0.055980593,0,0,0,0,0,0.04579104,0,0,0.037017043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036353828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv55366,0.063237337,0,0.141387025,0.098582543,0,0.014485461,0.262026508,0,0.043464782,0.015423768,0.171849427,0.041242289,0.023087357,0.007147835,0.062096967,0,0.024380736,0,0,0,0,0,0,0,0,0,0.039694561,0.030415802,0,0,0,0,0.014621184,0,0,0.021079942,0.00422684,0,0,0,0.037426993,0,0,0,0,0,0.017010419,0.064713621,0.011388595,0.06172955,0,0.005798782,0,0.01858218,0.025493432,0.005978537,0.013045413,0.043554619,0.092472087,0.078162474,0,0,0,0.061736524,0.018603267,0.095500038,0,0,0,0,0,0.01348153,0.009846978,0.062510418,0.103126885,0.008565017,0.008880009,0.073236022,0,0.094528733,0,0.055654325,0.024003841,0.009113555,0,0,0,0,0,0.020808323,0,0,0,0,0
asv26052,0.015565587,0,0,0,0,0.006861534,0,0,0.020758152,0,0.077741408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025686691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv53166,0,0,0.103803132,0,0,0,0,0,0,0,0,0,0,0,0.062096967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019309714,0,0,0,0,0,0
asv39987,0,0.02199063,0,0,0,0.017417741,0,0,0,0.024216984,0,0,0,0.015103459,0.179125866,0,0,0.034518878,0,0,0,0,0,0,0.011416568,0,0,0,0,0,0,0,0,0.030697509,0,0,0,0,0.009243853,0,0.030493034,0.057590712,0,0,0,0,0,0.048720922,0.067031904,0,0,0,0,0,0,0.049276674,0.08866793,0.091324201,0,0,0,0,0,0.050421317,0.082736422,0,0,0,0,0,0,0.059590049,0.058467414,0.166694449,0,0,0.026303996,0,0,0,0.019054114,0,0.088014082,0,0,0,0,0.020819573,0.018594539,0,0.058226046,0,0.010698849,0,0
asv13322,0.022236552,0,0,0,0,0,0,0,0,0,0.024549918,0.048414862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011100969,0,0,0,0,0,0,0,0,0,0,0.041098705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
