,1AO_1,1AO_5,1AO_3,1AO_29,1AC_7,1AC_9,1AC_8,1AC_33,1NO_13,1NO_15,1NO_17,1NO_37,1NC_19,1NC_20,1NC_21,1NC_43
asv25759,0,0,0,0,0,0.005451176,0,0,0.002786602,0,0.026586594,0.021923815,0,0.006287094,0,0
asv28335,0,0,0,0,0,0,0,0.003502688,0,0,0,0,0,0,0,0
asv32780,0,0,0.00510087,0,0,0,0,0,0,0,0,0,0,0.005029675,0,0
asv33891,0,0.021080939,0.029330001,0.024559842,0,0,0,0,0,0.021451402,0.029714429,0.018269846,0,0,0,0
asv34312,0,0.011295011,0,0,0,0,0,0,0.002935435,0,0.034406181,0,0,0.033950307,0,0
asv35567,0,0,0.012752174,0,0,0,0,0,0.007849197,0,0.051609271,0.016442861,0,0,0.022476961,0
asv38372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030905822,0
asv41217,0,0,0,0,0,0,0,0,0,0,0,0.071252398,0,0,0,0
asv43354,0,0,0,0,0,0,0,0,0.005573204,0,0,0.014615876,0.002799448,0.013592396,0,0
asv46573,0,0,0,0.015349901,0,0,0,0,0.019080328,0,0,0,0,0,0,0
asv48274,0,0,0,0,0,0,0,0,0,0.002754922,0,0,0,0,0,0
asv48843,0,0.020594338,0,0,0.004034943,0.014992785,0,0,0.009391331,0.008264766,0.01720309,0,0.006532044,0.02922121,0,0
asv50252,0,0.003988286,0,0,0,0.016439086,0,0,0,0.006428152,0,0.010961907,0.019338085,0.080657654,0.056192403,0
asv53407,0,0.005697551,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv55599,0,0,0,0,0,0,0,0,0,0,0,0,0.028546697,0.011497116,0.042144302,0
asv17441,0,0,0.008926522,0,0,0,0,0,0,0,0.018767008,0,0.002799448,0,0,0
asv48728,0,0,0,0,0,0,0,0,0.004179903,0.00367323,0,0,0,0,0,0
asv04736,0,0,0,0,0,0,0,0.301231195,0,0,0.01720309,0,0,0,0,0
asv11868,0,0,0,0,0.015131035,0.014055736,0.016264791,0,0,0,0,0,0,0,0,0
asv12476,0.018146449,0.043590887,0.019128261,0.026094832,0,0,0.032529582,0,0.035028873,0,0.032842263,0.038366676,0,0.049339911,0,0
asv15729,0,0,0,0,0,0,0,0,0,0,0.009383504,0,0,0,0,0
asv18071,0,0,0,0,0,0.002811147,0,0,0,0,0,0,0.004665746,0.015868024,0,0
asv21305,0,0,0,0,0,0,0,0,0,0,0,0,0.029651878,0,0,0
asv21314,0.028408687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv21425,0,0,0.002550435,0,0,0,0,0,0,0,0,0,0,0,0,0
asv22365,0,0,0,0,0.023285009,0,0,0,0,0,0,0,0,0.00958093,0.053382783,0
asv25093,0.00362929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv26465,0,0,0,0,0,0,0,0,0.006269855,0,0,0,0,0,0,0
asv33562,0,0.06564811,0.024229131,0,0,0.038671585,0.040661977,0.028021507,0.017612611,0.036893827,0.05786494,0.080387321,0.069470093,0.074429423,0.126432906,0.042137791
asv34216,0,0,0,0,0.491009962,0,0.063703764,0,0,0,0,0,0,0,0,0
asv37620,0,0.005697551,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv37962,0,0,0,0,0,0.004542646,0,0,0,0.00321771,0,0,0,0.007664744,0,0
asv38288,0,0,0,0,0,0,0,0,0,0.006435421,0,0,0,0,0,0
asv39960,0,0,0,0.00460497,0,0,0,0,0,0.00321771,0.015639173,0,0,0,0,0
asv41491,0,0.005271005,0,0,0,0,0,0,0,0,0.045353602,0.042020645,0,0,0,0.024580378
asv44172,0.010162011,0,0,0,0,0,0,0,0,0,0,0,0,0.016346444,0,0
asv46860,0,0.004518004,0.017853044,0,0,0,0,0.031524195,0.004876554,0,0,0.02009683,0.019473253,0.005748558,0,0
asv51521,0,0,0,0,0.010087357,0.006359705,0,0,0,0,0,0,0,0.011497116,0,0
asv55349,0.018872307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv04468,0,0,0,0,0,0.013827577,0,0,0,0,0,0,0,0,0,0
asv07943,0,0,0,0,0.005061958,0,0,0,0,0,0,0,0,0,0,0
asv10003,0,0,0,0,0.028292127,0,0,0,0,0,0,0,0.012130939,0.008801931,0,0
asv17833,0,0,0,0,0,0.011244589,0,0.035026883,0,0,0,0,0,0,0,0
asv20324,0,0,0.008926522,0,0,0,0,0.043783604,0.003483253,0,0,0,0,0,0,0
asv21215,0,0,0,0,0,0,0.033884981,0,0,0,0,0,0,0,0,0
asv21544,0.021775739,0.024745851,0,0.00613996,0.007086742,0.006416744,0,0.029772851,0,0,0.01720309,0.009134923,0.012990361,0.026885467,0.011238481,0
asv21957,0,0,0,0,0.009111525,0,0,0,0,0,0,0,0,0,0,0
asv37206,0,0,0,0,0,0,0,0,0,0,0,0.003653969,0,0,0,0
asv42925,0,0,0,0,0,0,0,0,0.007663156,0,0.02345876,0.021923815,0.004604306,0,0,0
asv43654,0.029034319,0.036893954,0.010201739,0,0.080826813,0.029981466,0.027107985,0.085815864,0.030514096,0.025712607,0.067248444,0.082214305,0.044791161,0.145324547,0.162957968,0.045649273
asv45038,0,0,0,0,0,0.024363275,0,0,0,0,0,0,0.026704974,0,0,0
asv03756,0,0,0,0.009209941,0,0,0,0,0,0,0,0,0,0,0,0
asv21376,0,0,0,0,0,0,0,0,0,0,0.009383504,0,0,0,0,0
asv03386,0,0,0,0,0,0,0,0,0,0.002754922,0,0,0,0,0,0
asv05693,0,0,0,0,0,0,0,0,0,0,0.004691752,0,0,0,0,0
asv07596,0,0,0,0,0,0.003634117,0,0,0,0,0,0,0.051764835,0.003772256,0.019667341,0
asv23862,0,0,0,0,0,0,0,0,0.012066308,0.022039377,0,0,0,0,0,0
asv25927,0,0,0.016577827,0,0,0,0,0,0,0,0,0,0,0,0,0
asv29046,0,0,0,0,0,0,0,0,0.005722037,0.001836615,0,0,0,0,0,0
asv36683,0,0,0.011476957,0,0,0,0,0,0,0,0,0,0,0,0,0
asv38611,0,0,0,0,0,0,0,0,0,0,0,0,0.012130939,0,0.019667341,0.012290189
asv40777,0,0,0,0,0,0.004542646,0,0,0,0,0,0,0,0,0,0
asv44506,0,0,0,0,0,0,0.078613156,0,0,0,0,0,0,0,0,0.005267224
asv47212,0,0,0,0,0,0,0.012198593,0,0,0,0,0,0,0,0,0
asv53046,0,0,0.008926522,0,0,0,0.012198593,0.010508065,0.002786602,0,0,0.012788892,0,0,0,0
asv55820,0.00725858,0.016626071,0,0.00613996,0,0,0.065059163,0,0,0,0,0,0,0,0,0
asv00093,0.178376875,0,0,0.227178535,0,0,0,0,0,0,0,0,0,0,0,0
asv00490,0,0,0,0,0,0,0,0,0,0,0,0,0.009208612,0,0,0
asv00556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015801671
asv00607,0.221834508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv01700,0,0.041755351,0.122420873,0,0,0.007496392,0,0,0,0,0,0,0,0,0,0
asv01705,0,0,0,0,0.572721206,0,0.089456349,0.746072611,0,0,0,0,0,0,0,0
asv01964,0,0,0,0,0.02931183,0,0,0,0.014677176,0,0,0,0.084817533,0,0,0
asv02251,0,0,0,0,0,0,0,0,0.018708245,0,0,0,0,0,0,0
asv02834,0.098363327,0.073341344,0.04463261,0.082889465,0.013113563,0.016353527,0.032529582,0,0.102326919,0.097670914,0.053173188,0.146158765,0.084265312,0.044071026,0.056192403,0
asv04108,0.042613031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv04451,0,0,0,0,0,0,0,0,0,0,0.026586594,0,0,0,0,0.059695203
asv04526,0,0.009789009,0,0,0,0.015929834,0,0,0,0.002754922,0.014075256,0.038366676,0,0.007664744,0,0.031603343
asv04914,0.055522067,0.031279557,0,0,0,0,0,0,0,0,0,0,0,0.00958093,0,0
asv05020,0,0,0,0,0,0,0.020330988,0,0,0,0,0.060290491,0,0,0,0
asv05248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039334682,0
asv06270,0.008522606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv06295,0,0.003765004,0,0,0.018157242,0.017404655,0.014909392,0,0,0,0.009383504,0,0.053692573,0.02874279,0,0
asv07151,0,0,0,0.021489861,0,0,0,0,0,0,0,0,0,0,0,0
asv07572,0,0.029100628,0.03443087,0.027629822,0.021205385,0.0323404,0.027107985,0.036778227,0.021271598,0,0.01720309,0.034712707,0.028681865,0.033950307,0.061811643,0
asv08003,0,0.011964858,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv08016,0,0,0,0,0,0.007268234,0,0,0,0,0,0,0.022395581,0.02760435,0,0
asv08023,0.020198897,0,0.014027392,0.571016317,0.017148506,0,0.021686388,0,0.006604729,0,0,0,0,0,0,0
asv08374,0.040623147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv08863,0,0,0,0,0,0,0,0,0,0,0.020330925,0,0.011050334,0.008801931,0,0
asv09200,0,0,0.153026091,0,0,0,0,0,0,0,0,0,0,0,0,0
asv09704,0,0,0.008926522,0,0,0,0,0,0,0,0,0,0,0.075207169,0.022476961,0
asv09786,0,0,0,0,0.003026207,0,0.054215969,0,0,0,0,0,0,0,0,0
asv09828,0.028308461,0.018232164,0.065036089,0.092099406,0,0.030409263,0,0,0,0.46585079,0,0.06394446,0.009208612,0,0,0
asv10670,0.024857601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv11032,0,0,0.014027392,0,0.009111525,0.015444998,0,0.008756721,0,0,0.01720309,0,0.019497829,0.006287094,0.039334682,0
asv11314,0,0,0.015302609,0.010744931,0,0,0,0,0.008072447,0,0,0,0,0.010539023,0,0
asv12620,0,0,0,0,0,0,0,0,0,0.059102004,0,0,0,0,0,0
asv12673,0,0.002259002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv13354,0,0,0,0,0.014122299,0,0,0,0,0,0,0,0,0,0,0
asv13701,0.070789983,0,0,0,0,0,0,0,0,0,0,0.043847629,0,0,0,0
asv13913,0,0,0,0,0,0,0,0,0.012949,0.00367323,0.007819587,0.016442861,0,0,0,0
asv14378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026336119
asv15003,0,0.04253145,0.054834349,0.032234792,0.039421123,0.019079115,0.063703764,0.077059143,0.035725524,0.030304143,0.037534015,0.049328583,0.047344849,0.045208213,0.061811643,0
asv15244,0,0,0,0,0,0.260841667,0,0,0,0,0,0,0,0,0,0
asv15846,0,0,0,0,0,0.077542809,0,0,0,0,0,0,0,0,0,0
asv16300,0.011613727,0,0,0.45742705,0,0,0,0,0,0,0,0,0,0,0,0
asv17166,0.010162011,0,0,0.027629822,0.047582409,0.009085293,0,0,0,0,0,0,0.016796685,0.019580165,0.109575185,0
asv17563,0,0,0,0,0,0,0,0,0,0,0,0,0.030793923,0.03017805,0.070240503,0
asv18375,0,0.018825018,0,0,0,0.019079115,0,0,0,0,0,0,0,0,0,0
asv19619,0,0,0,0,0.016183643,0,0.069125361,0,0,0,0,0,0.006446028,0,0,0.008778706
asv20047,0,0,0,0,0,0,0.029818783,0,0.012539709,0.009183074,0,0,0,0,0,0.015801671
asv21096,0,0.018232164,0,0,0,0,0,0,0.026418916,0,0,0.051155568,0,0.013413302,0.028096201,0
asv21354,0,0,0.094366089,0,0,0,0,0,0,0,0,0,0,0,0,0
asv22476,0,0.027861026,0,0,0,0,0,0,0,0.015611225,0,0,0,0,0,0
asv23153,0,0,0,0,0,0,0,0,0,0,0,0,0.005525167,0.050416982,0.00561924,0
asv24001,0.035510859,0.019371674,0,0,0,0,0,0,0,0.020202762,0,0.051155568,0,0.015329488,0,0
asv24218,0,0.016972543,0,0,0,0,0,0,0.027876327,0.008580561,0,0.007307938,0,0,0,0
asv24664,0,0.005127796,0,0,0.011118028,0,0,0,0.004179903,0,0,0,0,0,0,0.005267224
asv24853,0,0.082434327,0.071412176,0,0,0,0,0,0,0,0,0,0,0,0,0
asv26281,0,0,0,0,0,0,0.024397186,0,0,0,0,0,0,0,0,0
asv26627,0.015243017,0,0,0.00306998,0,0,0,0.012259409,0,0,0,0,0,0,0,0
asv26733,0,0,0,0,0,0,0.029818783,0,0,0,0,0,0,0,0,0
asv26889,0,0.024096023,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv26978,0.061635364,0.013104368,0,0,0,0,0,0.026270162,0,0,0,0,0.016575501,0,0,0.01404593
asv27668,0,0,0,0,0,0.002725588,0,0,0,0,0.004691752,0.009134923,0,0.004790465,0,0
asv28412,0.042099762,0.170586224,0.025504348,0,0.017210658,0.050796183,0.069125361,0.213663987,0.009056457,0,0,0.014615876,0,0,0,0.507409228
asv28728,0,0,0.006376087,0,0.0242974,0,0,0,0,0,0,0.016442861,0,0,0,0
asv29037,0,0.003418531,0,0,0,0,0,0.014010753,0,0,0,0,0,0,0,0
asv29401,0.038351728,0.056978592,0.158126961,0,0,0,0,0,0.070669674,0,0,0,0,0,0,0
asv30431,0,0,0,0,0,0.01271941,0,0.024518818,0,0,0,0,0,0,0,0
asv30906,0,0,0,0,0.23164758,0,0.033884981,1.511410007,0,0,0,0,0,0,0,0
asv30980,0,0,0,0,0.118190248,0.025300324,0.058282167,0,0,0,0.045353602,0,0,0.021078046,0,0
asv31261,0,0.012048011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv31577,0.005806864,0.028347627,0.887551328,0.264018297,0,0,0,0,0.089340711,0,0.018767008,0.069425413,0,0,0,0
asv31732,0.005806864,0,0,0.00767495,0,0,0,0,0,0,0,0.007307938,0,0,0,0
asv32088,0,0,0,0,0.023285009,0,0,0,0,0,0,0,0,0.017603863,0,0
asv32999,0.013065443,0,0,0,0,0,0,0.007005377,0,0.001836615,0.004691752,0.005480954,0,0.003832372,0,0
asv33395,0.065255395,0.039336202,0.03953174,0.029164812,0,0,0,0,0.054423463,0.119592373,0,0.071252398,0,0,0,0
asv33791,0,0,0,0,0,0,0,0,0,0,0,0,0.022100669,0.00958093,0,0
asv33846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013413302,0,0
asv33890,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002874279,0,0
asv35657,0.024857601,0.012048011,0.014027392,0,0,0,0,0,0,0,0,0,0,0,0,0
asv36944,0.029118905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv38981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022824637
asv39027,0,0,0,0,0.00607435,0,0,0,0.011843059,0,0,0.025577784,0,0,0,0
asv39404,0.008522606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv40391,0.006391955,0.044280752,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv40406,0.026130887,0.045500336,0.028054783,0,0.015185875,0.105735736,0,0.06304839,0.027504244,0,0,0,0,0,0,0.12465763
asv42737,0,0,0,0.010744931,0,0,0,0,0,0,0,0,0,0,0,0
asv42741,0.039922188,0.006837061,0,0,0,0.006359705,0,0,0.009540164,0,0,0,0,0.008622837,0,0
asv43536,0.196883062,0.182946832,0.206585223,0.245598416,0.046504209,0,0.276501444,0,0.245468859,0.13536513,0.035970098,0.127888919,0.040788228,0,0.050573163,0.071985392
asv43857,0,0,0,0,0,0,0,0,0.062357383,0.031222451,0,0.098657166,0,0,0,0
asv44159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015801671
asv45695,0,0,0.036981305,0,0,0,0,0,0,0,0,0,0,0,0,0.022824637
asv47385,0,0.004518004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv47959,0.098200537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv49507,0,0,0,0,0.006052414,0,0,0,0,0,0,0,0,0,0,0
asv49689,0,0,0,0.015349901,0,0,0,0,0.015411034,0.009653131,0,0,0,0,0,0
asv49981,0,0,0,0,0,0,0,0,0,0.006428152,0,0,0,0,0.030905822,0
asv50365,0,0,0,0,0,0,0,0,0,0,0,0,0.003683445,0,0,0
asv50760,0,0,0,0,0,0,0,0,0,0.00536285,0,0,0,0,0,0
asv51093,0,0.035407971,0.006376087,0,0,0,0,0,0.003483253,0,0,0,0,0,0,0.015801671
asv52148,0,0.021977149,0.015302609,0,0.409887011,0.007496392,0.043372775,0.127848123,0,0.005509844,0.009383504,0,0,0,0,0
asv52923,0,0,0,0,0,0.175130302,0,0,0,0,0,0,0,0,0,0
asv53150,0,0.009036008,0,0,0,0,0,0,0,0,0,0.014615876,0,0,0,0
asv53261,0,0,0.062485654,0.00613996,0,0,0,0,0,0,0,0,0,0,0,0
asv54218,0,0,0,0,0.012104828,0,0,0,0,0,0,0,0,0,0,0
asv54482,0.042387678,0.028164382,0.031880436,0.021489861,0.0242974,0,0.048794372,0.026270162,0.026408609,0,0,0.025577784,0.031727073,0.04239405,0,0.033359084
asv54784,0,0,0,0,0,0,0,0,0,0.004591537,0,0,0,0,0,0
asv55321,0,0,0,0,0,0,0,0,0.007338588,0,0,0,0,0,0,0
asv55369,0,0.009116082,0,0.119729228,0,0,0,0,0.006604729,0,0,0,0,0,0,0
asv55432,0.045729052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv55657,0.112605335,0.057488292,0.119870438,0.050654673,0.015185875,0.006559343,0.084034752,0.162875007,0.053588286,0,0.014075256,0.08404129,0,0.006287094,0,0.038626308
asv55709,0.07435671,0,0,0,0,0,0,0,0.005137011,0.015618494,0,0.010961907,0,0,0,0
asv55759,0,0.006837061,0,0,0,0,0,0,0,0,0,0,0,0.002514838,0,0
asv55406,0,0,0,0,0.032341693,0,0.018975589,0,0,0,0.012511338,0,0,0.015329488,0,0
asv25753,0.039772162,0.021080939,0,0,0,0,0,0.043783604,0,0,0,0,0,0,0,0
asv48086,0,0.008283008,0,0,0.028244598,0.016866883,0,0,0,0,0.031278346,0,0,0.013831606,0,0
asv07416,0.015243017,0,0,0,0,0.019987644,0.039306578,0,0,0,0,0,0,0.011497116,0,0
asv36271,0,0.022590021,0.054834349,0.056794634,0,0,0,0,0,0,0,0,0,0,0,0.052672238
asv21419,0,0,0,0,0.035305748,0.008433441,0.027107985,0,0,0,0.037534015,0,0,0,0,0.036870567
asv34494,0.057834025,0.008546327,0.007651305,0,0,0,0,0,0,0,0,0,0,0,0,0
asv54348,0.011363475,0.015953143,0,0,0,0,0,0,0.009753107,0,0,0,0,0,0,0
asv18591,0,0,0,0,0,0,0,0,0,0,0.031278346,0,0,0,0,0
asv41356,0,0.003012003,0,0,0,0,0.013553992,0,0,0,0.010947421,0,0.003732597,0.01005935,0,0
asv26842,0,0,0,0,0,0,0.009487795,0,0,0,0,0.067598429,0,0,0,0
asv02627,0,0,0.260144355,0.066004574,0,0,0,0,0,0,0.01720309,0,0,0,0,0
asv06551,0,0.165581618,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv14204,0,0,0.045907827,0,0,0,0,0,0,0,0,0,0,0,0,0
asv21480,0,0.019941429,0.211686092,0,0,0,0,0,0,0,0.034406181,0,0,0,0,0
asv27945,0.036089568,0.008283008,0.08416435,0.035304772,0,0,0.020330988,0.022767474,0.025563126,0,0,0.036539691,0.008287751,0.022155118,0,0
asv36064,0,0,0.070136958,0,0,0,0,0,0,0,0,0,0,0,0,0
asv41116,0,0,0.131347395,0.019954871,0,0,0,0,0.007663156,0,0,0,0,0,0,0
asv44479,0.010887869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv45651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09656577
asv46297,0,0,0,0,0,0,0,0,0.021596166,0,0,0,0,0,0,0
asv47708,0,0.030120028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv09563,0,0,0,0,0.0485948,0,0,0.471111578,0,0,0,0,0,0,0,0
asv17071,0.057527592,0,0,0.053724653,0,0,0,0,0,0,0,0,0,0,0,0
asv19275,0.144884306,0.077412784,1.244612206,0.905644159,0,0,0.109787338,0,0.195560174,0.022523972,0,0.078560336,0.041991714,0,0,0.131680596
asv20776,0,0,0,0,0,0,0,0,0,0,0,0,0.007465194,0.017603863,0.025286581,0
asv23728,0.03556704,0,0.030605218,0.029164812,0,0,0.012198593,0,0.005137011,0,0.010947421,0,0,0,0,0
asv29480,0.037018756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv32637,0.013494127,0,0,0,0,0,0,0,0,0,0,0.018269846,0,0,0,0
asv34717,0.183163583,0.158937044,0.175980005,0.290113129,0.03037175,0.117888854,0,0,0.082671872,0.069791361,0.117293798,0.098657166,0.215998353,0.253828268,0.148909867,0.119390407
asv38817,0,0,0,0,0,0,0,0,0.008806305,0,0,0,0,0,0,0
asv40658,0.046164117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv42061,0,0,0,0,0,0,0,0,0,0,0,0,0.072785637,0,0,0
asv46861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261294673,0
asv54833,0,0,0,0.280903188,0,0,0,0,0,0,0,0,0,0,0,0
asv12613,0,0,0,0.070609545,0,0,0,0,0.019080328,0,0,0,0,0,0,0
asv13515,0,0,0,0,0,0,0,0,0.040405729,0,0,0,0,0,0,0
asv21971,0.011363475,0.004558041,0,0.033769782,0,0,0,0,0.01174174,0.032463821,0,0,0,0,0,0
asv36975,0,0,0.010201739,0.035304772,0,0.0971638,0,0.054291669,0,0,0,0,0,0,0,0.126413372
asv45295,0,0,0.067586524,0.135079129,0,0,0,0,0,0,0,0,0.013064089,0,0.064621263,0.052672238
asv55410,0.057342779,0.203022229,0.061210436,0.093634396,0,0.032083722,0.094877946,0.075307799,0.300346857,0,0,0.120580981,0,0,0,0.091298546
asv18431,0,0,0.135173047,0,0,0,0,0,0,0,0,0,0,0,0,0
asv02716,0,0,0,0.00767495,0,0.018370224,0,0,0,0,0.009383504,0,0,0,0.022476961,0
asv29615,0,0,0,0,0.019198882,0.008176763,0,0,0,0.01744784,0,0,0.013812918,0,0,0
asv54603,0,0,0,0,0,0,0,0.012259409,0,0,0,0,0,0,0,0
asv25285,0.041192597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv50465,0.087356714,0.024849023,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv53260,0.975805243,1.066641655,1.775102655,1.109797842,1.00868512,0.621874334,1.55464292,1.075325312,0.824473648,0.465409808,0.728785462,0.838585914,0.811982819,0.965963137,1.40200045,0.818175434
asv05993,0,0,0,0,0,0,0,0.015762097,0,0,0,0,0,0,0,0
asv13840,0,0,0,0,0,0,0.01762019,0,0,0,0.02345876,0,0,0,0,0
asv22013,0,0,0,0.130474158,0,0,0,0,0,0,0,0,0,0,0.081478984,0
asv39730,0,0.05283016,0.158126961,0,0,0,0.086745551,0,0.050158836,0,0,0,0.01119779,0.021376119,0,0
asv23258,0,0,0,0,0,0,0,0,0,0,0.007819587,0,0,0,0,0
asv52652,0,0,0,0,0,0,0,0,0,0,0,0.029231753,0,0,0,0
asv52627,0.033677382,0.359524721,0.052283914,0,0,0,0,0,0,0,0,0,0,0,0,0
asv52782,0.083814886,0,0,0.082889465,0,0,0,0,0.008072447,0,0,0,0,0,0,0
asv43561,0,0.026271871,0,0,0,0.021975821,0,0.007005377,0,0.045915369,0.034406181,0.016442861,0,0.016766001,0.022476961,0.012290189
asv38809,0.092143421,0.003765004,0.008926522,0.046049703,0,0,0,0,0,0,0,0,0,0,0,0
asv18272,0,0.012801012,0,0,0,0,0,0,0.050764475,0.008580561,0,0,0.034317624,0.017245674,0,0
asv20005,0,0.010825347,0,0,0,0,0,0.033275539,0,0,0,0,0,0.021376119,0,0
asv30438,0,0,0,0,0,0.029386654,0,0,0,0,0,0,0.006446028,0.057245118,0,0
asv01693,0.014204344,0.154018672,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv32911,0.074269247,0,0,0,0,0,0,0,0,0,0,0.016442861,0,0,0,0
asv40985,0.004261303,0,0,0.013814911,0,0,0,0,0,0,0,0,0,0,0,0
asv43321,0,0,0,0,0.009111525,0,0,0,0,0,0,0,0,0,0.044953922,0
asv38624,0,0,0,0,0,0.007496392,0,0,0,0,0,0,0,0,0,0
asv03246,0,0.058771012,0,0.036839762,0,0,0,0,0,0,0,0,0.034268472,0,0,0
asv03380,0,0.02932391,0,0.113589267,0.027235863,0.048127635,0.025752585,0.099826617,0.069377691,0,0,0.058463506,0,0,0,0.136947819
asv11015,0.017420591,0.027981136,0.014027392,0,0,0,0,0,0,0,0.018767008,0.012788892,0,0,0,0
asv13797,0,0,0.063760871,0,0,0.007496392,0,0,0.006269855,0,0,0,0,0,0,0
asv13980,0.020324023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv24302,0.078499269,0,0,0,0,0,0,0,0,0,0.014075256,0,0,0,0,0
asv28397,0,0,0,0,0.015131035,0.033106331,0,0,0,0,0,0,0,0.011316769,0,0
asv32031,0,0,0,0,0,0,0,0.003502688,0,0,0,0,0,0,0,0
asv38561,0,0.500074071,0.497334796,0,0,0.044978354,0,0,0.418091099,0,0.132932971,0,0,0,0.132052147,0
asv43190,0,0.005697551,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv02420,0.208550094,0.054396216,0,0,0,0,0,0,0.009753107,0.018233692,0,0,0,0,0,0
asv52780,0,0,0.688617409,0.118194238,0,0,0.075902357,0,0,0,0,0,0,0,0,0
asv55197,0,0,0.572572624,0,0,0,0,0,0,0,0,0,0,0,0,0
asv05544,0,0.027918001,0,0,0.017148506,0,0.027107985,0,0,0,0,0,0,0,0,0.033359084
asv09573,0,0,0,0,0.050498935,0,0.089456349,0,0,0.650519415,0,0.051155568,0,0.015329488,0,0.087787064
asv14798,0.041902814,0.037650035,0.030605218,0.062934594,0.057589333,0.053411796,0.027107985,0,0.02421734,0.266557898,0.04066185,0.316068329,0.063539422,0.068141077,0.098336705,0.19313154
asv22832,0.022016733,0.080905227,0.170879135,0,0,0,0.074546958,0,0,0,0,0.047501599,0,0.057841263,0,0
asv25690,0,0.009116082,0,0,0,0.002811147,0,0.078810487,0.217551305,0,0,0,0,0.003832372,0,0.019313154
asv25727,0,0,0,0.079819485,0,0,0,0,0,0,0,0,0,0,0,0
asv29305,0,0,0,0,0,0.014992785,0,0.022767474,0,0,0,0,0,0,0,0.544279795
asv33333,0,0,0,0,0.006052414,0,0,0,0,0,0,0,0,0.080898117,0,0
asv43633,0,0,0,0,0.010123917,0,0.067769962,0,0,0,0,0,0.032230142,0,0,0.029847602
asv43941,0.061697927,0.101889155,0.047183045,0.038374752,0.033343117,0.208358918,0.487943724,0.204907266,0.032864505,0.265454637,0.056301023,0.157120672,0.044287353,0.058443674,0,0.37221715
asv47236,0,0,0,0,0,0,0,0.077059143,0,0.076152477,0,0,0,0,0,0
asv48507,0.052556072,0,0,0,0,0,0,0,0,0.014692918,0,0,0,0,0,0
asv49255,0.010162011,0,0,0,0,0,0,0.201404578,0,0,0,0,0,0,0,0
asv51397,0,0,0,0,0,0.050600648,0,0,0,0,0,0,0,0,0,0
asv51420,0.054439347,0.248156074,0.033155653,0.056794634,0.071879809,0.189080165,0.071836159,0.182139792,0.062820477,0,0,0.073079382,0,0,0,0.421377906
asv07480,0,0,0.016577827,0.168848911,0,0,0,0,0.058251896,0,0,0,0,0,0,0
asv24436,0.024679171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv24547,0,0.028614027,0,0,0,0,0.033884981,0,0,0,0.048481436,0,0,0,0,0
asv24728,0.074037512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045649273
asv30836,0,0.012881085,0,0.016884891,0,0,0,0,0,0,0,0,0,0,0,0
asv33139,0.018872307,0,0,0,0,0.013118687,0.039306578,0,0,0,0,0,0,0,0,0.063206686
