,1AO_1,1AO_5,1AO_3,1AO_29,1AC_7,1AC_9,1AC_8,1AC_33,1NO_13,1NO_15,1NO_17,1NO_37,1NC_19,1NC_20,1NC_21,1NC_43
asv03975,0,0,0,0,0.002024783,0,0,0,0,0,0,0,0,0,0,0
asv04538,0,0,0,0,0,0,0,0,0,0,0,0,0.013948086,0.028982,0,0
asv05401,0,0.003988286,0,0,0,0,0,0,0.002089952,0,0,0,0.03712936,0.044191257,0,0
asv06483,0,0,0,0,0,0,0,0,0.018298954,0,0,0,0,0,0,0
asv07343,0,0,0,0,0.00607435,0,0,0.283717753,0.002786602,0.00429028,0,0,0,0,0,0
asv07899,0.026856745,0.003988286,0,0,0,0,0,0,0.025089725,0,0,0.036539691,0,0,0,0
asv10216,0,0.015060014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv10564,0,0,0,0,0,0,0,0,0.065542969,0,0,0,0,0,0,0
asv12766,0,0,0,0,0,0,0,0,0,0.00367323,0,0,0,0,0,0
asv15163,0,0,0,0,0,0,0.048794372,0,0,0,0.004691752,0,0.002799448,0,0,0.007022965
asv15876,0,0,0,0,0,0,0.058282167,0,0,0,0.015639173,0.014615876,0,0,0,0
asv16678,0,0,0,0,0,0,0,0,0,0,0.015639173,0,0,0,0,0
asv24867,0,0,0,0,0.003026207,0.017803932,0,0,0,0,0,0,0,0.013413302,0,0
asv26395,0,0,0,0,0,0,0,0,0,0.013774611,0,0,0,0,0,0
asv26909,0,0,0.014027392,0.010744931,0,0,0,0,0,0.02112107,0,0,0,0,0,0
asv28006,0.005081006,0,0,0,0.006052414,0,0,0,0,0.00429028,0,0,0,0.044072279,0.019667341,0.007022965
asv28375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026405794,0,0
asv31107,0,0.004721268,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv33762,0,0,0.071412176,0,0,0,0,0,0,0,0,0,0,0,0,0
asv35163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019667341,0
asv36281,0,0,0,0,0.023230168,0,0.082679353,0,0,0.010101381,0.010947421,0.012788892,0.014930387,0.131132247,0,0
asv44482,0,0,0,0.00613996,0,0.033020771,0,0.035026883,0,0,0,0,0,0,0.087098224,0.012290189
asv44599,0,0,0,0,0,0,0,0,0,0,0.004691752,0,0,0,0,0.056183721
asv45784,0,0,0,0,0.012104828,0,0,0,0.005573204,0,0.009383504,0,0,0,0,0
asv47454,0,0,0,0,0.088768737,0,0,0,0,0,0,0,0.003683445,0.02808277,0,0
asv47960,0,0.003988286,0.003825652,0,0,0,0,0,0,0,0,0,0,0,0,0
asv48321,0,0.023952814,0,0.064469584,0,0.006559343,0,0,0.099317068,0.270752067,0,0.016442861,0,0,0,0
asv50371,0,0,0,0.016884891,0,0,0,0.007005377,0,0,0,0,0,0,0,0
asv54128,0,0,0,0,0.004034943,0,0,0,0.004403153,0,0,0,0,0,0,0
asv54757,0,0.009036008,0,0.013814911,0,0,0,0.017513442,0.011592907,0.026028401,0,0.045674614,0.017631531,0.016826117,0,0
asv30139,0,0,0,0,0.004042255,0,0,0.008756721,0,0,0.004691752,0,0,0,0,0
asv31973,0,0,0,0,0,0,0,0,0,0.00367323,0,0,0,0,0,0
asv14904,0.040648046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv35149,0,0.032152668,0.025504348,0.042979723,0.027276079,0.063658192,0.024397186,0.022767474,0.066388453,0.043939029,0.0813237,0.08404129,0.016710669,0.040238654,0.081478984,0.005267224
asv35381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007544513,0,0
asv11236,0,0,0,0,0.005061958,0,0,0,0.002935435,0,0,0,0,0,0,0
asv47720,0,0,0,0.019954871,0,0,0.196532889,0,0,0,0,0.027404768,0,0,0,0
asv17038,0,0,0,0,0,0.006559343,0,0.012259409,0,0,0.014075256,0,0,0,0,0
asv50362,0,0.014813633,0,0,0,0,0,0.019264786,0.002201576,0,0,0.014615876,0.004665746,0,0,0.015801671
asv27333,0,0,0,0.009209941,0,0,0,0,0,0.00367323,0,0,0,0.011077559,0.011238481,0
asv21703,0.021049881,0,0.006376087,0,0,0,0,0,0,0.006428152,0.025022677,0.029231753,0.006532044,0,0,0
asv33980,0,0,0,0,0,0,0,0,0,0.017917897,0,0,0.004604306,0.015089025,0,0
asv46386,0,0,0,0,0.006052414,0,0,0,0.001393301,0,0,0,0,0,0,0
asv21366,0,0,0,0,0,0,0,0,0,0,0.014075256,0,0,0,0,0
asv23509,0,0.010255592,0.028054783,0.018419881,0,0.046367616,0.100299543,0.026270162,0,0.013774611,0,0.032885722,0.014930387,0,0,0
asv31482,0,0,0,0,0,0,0,0,0.003669294,0,0,0,0,0,0,0
asv53718,0,0.001506001,0,0,0.003026207,0,0,0,0,0,0,0,0,0,0,0
asv54514,0,0,0,0,0,0,0,0,0,0,0,0.012788892,0,0,0,0
asv03993,0.004261303,0,0.08416435,0,0.012104828,0.028111471,0,0.043783604,0.064447334,0,0,0.115100027,0.095622847,0,0,0
asv07493,0,0.058831067,0,0.102844337,0.009111525,0.095970073,0,0,0.029955972,0.055590306,0.107910294,0.458573125,0,0.05430947,0.047763542,0.08251984
asv37183,0,0,0,0,0.035397148,0.004685245,0,0,0,0,0,0.018269846,0,0,0,0
asv10108,0,0,0,0.00613996,0,0,0,0,0,0,0,0,0.012892057,0,0,0
asv19736,0,0,0,0.00460497,0,0,0,0,0.007811989,0,0,0.012788892,0,0,0,0
asv47950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008778706
asv03735,0,0.00113951,0,0,0,0,0,0.019264786,0,0.009183074,0,0,0.001866298,0.005748558,0,0
asv33034,0,0,0,0.012279921,0,0,0,0,0,0,0,0,0,0,0,0
asv35295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00561924,0
asv41083,0.005806864,0.002259002,0.025504348,0,0,0.036060077,0,0,0,0,0.014075256,0,0,0.006287094,0,0.008778706
asv00679,0,0,0,0,0,0,0.031174182,0,0,0,0,0,0,0,0,0
asv01654,0,0,0.017853044,0,0,0,0,0,0,0.009183074,0.012511338,0,0,0,0,0
asv02817,0,0,0,0,0,0.014992785,0,0,0,0,0,0,0.012990361,0,0,0
asv03639,0,0,0,0,0,0,0,0.029772851,0.010274023,0,0,0,0,0,0,0
asv03880,0,0.028734137,0.040806958,0.044514713,0,0.017803932,0.07048076,0.056043013,0.010274023,0,0,0.071252398,0.073300994,0.035449441,0.075859744,0
asv07222,0,0,0,0,0.026267343,0.043328311,0,0.012259409,0,0,0,0,0.015863536,0,0,0
asv09060,0,0,0,0,0,0,0,0.040280916,0,0,0,0,0,0,0,0
asv11877,0,0.058484594,0,0,0.005043678,0,0,0,0.034406639,0.011798271,0,0,0,0,0,0
asv13224,0,0,0,0,0,0,0.03524038,0,0,0,0,0,0,0,0,0
asv15045,0,0,0,0,0,0,0,0.098075273,0,0,0,0,0,0,0,0
asv15556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015089025,0,0
asv18241,0,0,0,0,0.015131035,0.023055469,0,0,0,0,0,0,0,0.013831606,0.025286581,0
asv18679,0.047180768,0.009036008,0.026779566,0.026094832,0.036380292,0.017803932,0,0.061297045,0.002089952,0.015611225,0,0,0.054711738,0.027244909,0.025286581,0.063206686
asv21535,0,0,0,0,0,0.016866883,0.021686388,0,0.006966505,0,0,0,0,0,0,0.031603343
asv21612,0,0,0,0,0,0,0.023041787,0,0,0.005509844,0,0,0,0,0,0
asv22760,0,0.012677822,0.007651305,0,0,0,0,0,0,0,0,0,0.002799448,0,0,0
asv22981,0,0,0,0,0,0.038814184,0,0,0,0,0,0,0,0,0,0.012290189
asv23324,0,0,0,0,0,0,0,0,0,0,0.012511338,0,0,0,0,0
asv23764,0.039922188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv24438,0,0,0,0,0,0,0,0,0,0,0,0,0.033151003,0.032575162,0,0
asv25743,0,0,0,0,0,0,0,0,0,0,0,0,0.007465194,0,0,0
asv25928,0,0.001709265,0,0,0,0.007496392,0,0,0,0,0,0,0.004604306,0,0,0
asv26039,0.054492652,0.063085752,0.066311306,0.049119683,0.045466225,0.020130243,0.085390152,0.066551078,0.009056457,0.007507991,0.026586594,0.049328583,0.022223549,0.025927374,0.030905822,0.047405014
asv26170,0.029322235,0,0,0,0,0,0,0,0,0,0.01720309,0,0,0,0,0
asv26305,0,0,0,0,0.02320092,0.034670815,0.043372775,0.07180511,0,0,0,0,0.024261879,0.046524495,0.103955945,0.059695203
asv26428,0,0.006267306,0,0.009209941,0.023285009,0,0.029818783,0,0.030960595,0,0.026586594,0,0.007465194,0,0,0
asv27395,0.011363475,0,0,0,0,0.007268234,0,0,0,0,0.006255669,0,0.005525167,0,0,0
asv28797,0,0,0,0,0,0,0,0,0.002089952,0,0,0,0,0,0,0
asv29870,0,0,0.033155653,0,0,0,0,0,0,0,0,0,0,0,0,0
asv31376,0,0.032742441,0.021678696,0.036839762,0.042458298,0.032454479,0.128762927,0.026270162,0.009540164,0.032919341,0.015639173,0.054809537,0.044201337,0.051316212,0.084288604,0.021068895
asv31665,0.052205592,0.003765004,0,0,0,0,0,0,0.009056457,0,0,0,0,0,0,0
asv32958,0,0.005697551,0,0.010744931,0.00706115,0.020896173,0.013553992,0,0,0,0.009383504,0,0.003732597,0.006706651,0.011238481,0
asv33091,0,0,0,0,0,0,0,0.008756721,0,0,0,0,0,0,0,0
asv35920,0,0.003765004,0,0,0,0,0,0,0,0,0,0,0.001866298,0,0,0
asv36787,0,0,0,0,0,0,0,0,0,0,0,0,0.008287751,0.047904651,0,0
asv38200,0,0,0,0,0,0.046534631,0,0,0,0,0,0.071252398,0.010129473,0,0,0
asv41776,0.03612085,0.065181527,0.048458262,0.038374752,0.087876994,0,0.162647908,0.06304839,0.078752427,0.016088551,0.043789684,0.089522244,0.07772098,0.137842656,0.151719488,0.107100218
asv41899,0,0,0.017853044,0,0.010087357,0.023112509,0,0,0,0,0,0,0,0,0,0.01404593
asv43834,0,0.006024006,0,0.00767495,0,0,0,0,0,0,0,0,0,0,0,0
asv44641,0,0,0,0,0,0,0,0,0.005137011,0.083455322,0,0.074906367,0,0,0,0
asv46707,0,0,0.024229131,0,0.026249063,0.005622294,0.054215969,0,0,0,0,0.012788892,0,0,0.011238481,0
asv46949,0,0.007530007,0,0,0,0,0.014909392,0,0.009316914,0.008264766,0,0.009134923,0,0,0,0.152749491
asv47008,0,0,0,0,0,0,0,0,0,0,0,0.010961907,0,0,0,0.017557413
asv47728,0.021049881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv48044,0,0.011295011,0.025504348,0.030699802,0,0,0.029818783,0,0,0.009653131,0,0,0,0.008801931,0,0.108855959
asv53483,0,0,0,0,0.011136308,0,0,0,0,0,0,0,0,0,0,0
asv53494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017603863,0,0
asv53693,0,0,0,0,0,0,0,0,0,0,0,0,0.029467558,0.011497116,0,0
asv01937,0,0,0,0,0,0.009993822,0,0,0,0,0,0,0.003732597,0,0,0
asv15228,0,0.004518004,0,0,0,0,0,0,0,0,0.037534015,0.029231753,0,0,0,0
asv18526,0,0,0.011476957,0,0,0,0,0,0,0,0,0,0,0,0,0
asv26621,0,0,0,0,0.004034943,0.032140762,0,0,0,0.006435421,0.067248444,0.021923815,0,0,0,0
asv36558,0,0.007406817,0,0,0,0,0,0,0.002089952,0,0,0.005480954,0,0,0,0
asv43245,0.008710296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv47866,0,0,0,0.00460497,0,0,0,0,0,0,0,0,0,0,0,0
asv26877,0,0,0,0,0,0,0,0,0.136878373,0,0.986831816,0,0,0,0,0
asv55252,0,0.00227902,0,0,0,0,0.75902357,0,0,0,0.045353602,0,0,0,0,0
asv01111,0,0.014307013,0.014027392,0.047584693,0.010087357,0,0,0,0,0,0,0,0,0,0,0
asv04745,0.033389466,0.023929715,0.006376087,0,0,0.056222943,0.020330988,0,0.039469234,0.025874138,0,0.056636521,0,0.018861282,0,0
asv15217,0.011613727,0,0,0.00460497,0,0,0,0,0,0,0.006255669,0,0,0,0,0
asv18648,0,0,0,0,0,0,0,0,0,0,0,0.021923815,0,0,0,0
asv20425,0,0,0,0,0,0,0,0,0.048434679,0,0,0,0.006446028,0,0,0
asv30172,0,0,0,0,0,0,0,0,0.002201576,0.008264766,0,0,0,0,0,0
asv34390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151719488,0
asv35392,0,0,0,0,0,0,0,0,0,0,0.050045354,0,0,0,0,0
asv42676,0.029954248,0.178632092,0.036981305,0.021489861,0.014144235,0.035294146,0,0.02101613,0.020899515,0.061394138,0.046917519,0.06394446,0.017729835,0.012035652,0,0.012290189
asv42851,0,0,0,0,0,0,0,0,0.007663156,0,0,0,0,0,0,0
asv43888,0,0,0,0,0,0,0,0,0,0,0,0,0.585667716,0,0,0
asv50725,0,0,0,0,0,0,0,0.024518818,0,0,0.034406181,0,0.013997238,0,0,0
asv07553,0,0,0,0,0,0,0,0,0,0,0.089143286,0,0,0,0,0
asv37658,0,0.038889637,0.042082175,0.016884891,0,0.085609597,0.012198593,0.028021507,0.050067825,0.173581901,0.223640174,0.12423495,0.052133475,0.066167281,0,0
asv40639,0,0,0,0,0,0,0,0,0,0,0.084451534,0,0,0,0.030905822,0
asv43971,0,0.006024006,0,0.015349901,0,0.023283627,0,0.040280916,0.016022962,0.025727144,0.028150511,0.016442861,0,0,0,0
asv00113,0,0,0,0,0,0,0,0,0,0.004591537,0,0,0,0,0,0
asv01843,0,0,0,0,0,0,0,0,0,0,0.037534015,0,0,0,0,0
asv03268,0,0,0,0,0,0,0.010843194,0,0,0,0,0,0,0,0,0
asv15808,0,0.068416812,0.058660002,0,0,0,0,0,0.017612611,0,0,0,0,0,0,0
asv17418,0,0,0,0,0,0,0,0,0.126879133,0.132588401,0.010947421,0,0,0,0,0
asv19150,0,0,0,0,0,0,0,0,0,0,0.034406181,0,0,0,0,0
asv24049,0.043551478,0,0,0,0,0.005622294,0,0,0,0,0,0,0,0,0,0
asv32986,0.015624778,0,0.003825652,0,0,0.003748196,0,0,0,0.002754922,0,0,0.004665746,0.001916186,0.00842886,0
asv35356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030905822,0
asv35669,0,0,0,0,0,0,0.021686388,0,0,0,0,0,0,0.005029675,0,0
asv37236,0,0.013674123,0,0,0,0.005451176,0,0,0.019814187,0,0,0,0,0,0,0
asv41070,0.014517159,0,0,0,0,0,0,0,0.005137011,0,0,0,0,0,0,0
asv41471,0,0,0,0,0,0,0,0.043783604,0,0,0.010947421,0,0,0,0,0
asv47081,0,0,0,0,0,0,0,0,0,0,0,0,0.010264641,0,0,0
asv49559,0,0,0,0.009209941,0,0,0,0.022767474,0,0,0,0,0,0,0,0
asv51292,0.016334995,0,0,0,0.003026207,0,0,0.024518818,0,0,0,0,0,0,0,0
asv54992,0,0,0,0.062934594,0,0,0,0,0,0,0,0.025577784,0,0,0,0
asv01406,0.019598165,0.016076334,0.065036089,0.018419881,0,0,0.013553992,0,0,0.005509844,0,0,0.006532044,0,0,0
asv03733,0,0,0,0.016884891,0,0,0,0,0,0,0.004691752,0,0,0.005748558,0.030905822,0
asv04725,0.086327299,0.026355025,0.025504348,0.067539564,0,0,0,0,0.038921417,0.00429028,0,0.018269846,0,0,0,0
asv06522,0.17749461,0.06780702,0.052283914,0.099774356,0,0,0,0,0.088914825,0.011798271,0,0.02009683,0,0,0,0
asv08918,0,0.005697551,0.017853044,0,0.012126764,0,0.033884981,0.075307799,0.01720332,0.00536285,0,0,0.010129473,0.02922121,0.028096201,0.033359084
asv18982,0.007812389,0,0.033155653,0,0,0,0,0,0,0,0,0,0.024151287,0.066285006,0.081478984,0
asv26311,0,0,0.040806958,0.053724653,0,0,0,0,0.009753107,0,0,0,0,0,0,0
asv34456,0,0,0.016577827,0,0,0,0,0,0,0,0,0,0,0,0,0
asv43186,0,0,0,0,0,0,0,0,0.042840862,0.016529533,0,0,0,0,0,0
asv46721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027663213,0,0
asv47958,0.023227455,0.015813015,0.026779566,0,0,0,0,0,0,0.04410783,0.015639173,0,0,0,0,0
asv51269,0,0.026208735,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv43779,0.050691313,0.096254739,0.073962611,0.107449307,0.071748192,0.068229358,0.094877946,0.091069896,0.127612992,0.061401407,0.131369053,0.107792089,0.246018133,0.240533944,0.157338728,0.086031322
asv02555,0,0,0,0,0,0,0.010843194,0,0,0,0,0,0.022100669,0,0,0
asv15062,0.019598165,0.049082094,0,0,0,0,0,0,0,0,0,0.065771444,0,0,0,0
asv38631,0,0.033045797,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv13246,0,0,0,0,0,0,0,0,0,0,0,0.005480954,0,0,0.019667341,0
asv25526,0,0,0,0,0,0,0,0.022767474,0,0.006428152,0.014075256,0,0.022223549,0.016526791,0.022476961,0
asv40759,0,0,0,0,0,0.011810881,0,0,0,0,0,0,0,0,0,0
asv48399,0,0,0,0,0.06360153,0,0,0,0,0,0,0,0,0,0,0
asv54865,0,0.009116082,0,0,0,0.097787131,0,0,0,0,0,0,0,0,0,0
asv19071,0.040147541,0.024096023,0,0.078284495,0,0,0,0,0.0508761,0.013943411,0,0,0,0,0,0
asv01614,0,0.042161879,0,0,0,0,0,0,0,0,0.053173188,0,0,0.071434913,0,0.029847602
asv03224,0,0,0.019128261,0.024559842,0,0,0,0,0.01272575,0.010101381,0,0,0,0,0,0
asv04095,0,0,0,0,0,0,0,0,0,0,0,0,0.015863536,0.023890957,0,0
asv07473,0.024679171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv08050,0,0,0.042082175,0,0,0,0,0,0,0,0,0,0,0.104488495,0,0
asv08056,0.249110678,0.093938762,0.024229131,0,0.168780584,0.004542646,0.050149772,0,0.008806305,0.015309969,0.010947421,0.027404768,0.020443266,0.046286537,0.044953922,0.026336119
asv09391,0.053970124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv09460,0.039922188,0.025865343,0,0,0,0,0,0,0,0.005509844,0,0.018269846,0,0,0,0
asv09543,0.011613727,0.024096023,0,0,0,0.010902351,0,0,0,0.027549221,0,0,0,0,0,0
asv10497,0.008616451,0,0,0,0.007086742,0,0.008132395,0,0,0,0.010947421,0,0.006532044,0,0,0.007022965
asv11367,0,0,0,0,0.008099133,0,0,0,0,0,0.009383504,0,0.02493698,0,0,0
asv13568,0.021049881,0,0.006376087,0,0,0,0,0,0.007338588,0,0,0.014615876,0.047123665,0.022036139,0,0
asv13867,0,0.025702116,0,0,0.047487352,0.029700372,0.104365741,0.120842747,0,0.006428152,0,0.047501599,0.042654527,0.0201187,0.030905822,0.064962427
asv14499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145726526
asv18246,0,0,0,0,0,0,0,0,0.20198288,0,0,0,0,0,0,0
asv19224,0,0,0,0,0.010123917,0.042933137,0,0.035026883,0,0,0,0,0.050905413,0.008801931,0,0
asv20040,0.015624778,0.016566016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv21106,0.034841182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv23392,0,0.040662038,0,0,0,0,0,0,0,0,0,0,0.003732597,0.024910418,0,0
asv25377,0,0.017662409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv26772,0,0.013104368,0,0,0,0.008433441,0,0,0,0,0,0,0,0,0,0
asv35985,0.069282086,0.033045797,0.04463261,0.026094832,0,0,0,0,0.163243486,0.055590306,0.031278346,0.027404768,0,0,0,0
asv38362,0,0,0,0,0.034421317,0,0,0.026270162,0,0,0,0,0,0,0,0
asv38820,0.081809361,0.028144364,0,0.035304772,0,0,0,0,0.056422403,0.033249673,0,0,0.004665746,0,0,0.017557413
asv40333,0,0,0,0,0.004034943,0,0,0,0,0,0,0,0,0.006706651,0,0
asv42035,0,0,0.029330001,0.015349901,0,0,0.013553992,0,0.008583056,0,0,0,0,0.005029675,0,0
asv43318,0,0,0,0,0.018157242,0.054088063,0,0,0,0,0,0,0,0.035449441,0,0
asv43823,0,0,0,0,0,0.011810881,0,0,0,0,0,0,0.019460965,0.014371395,0,0
asv44022,0,0,0,0.075214515,0,0,0,0,0,0,0,0,0,0,0,0
asv44790,0.010162011,0.024176096,0.022953914,0.021489861,0,0,0,0.094572584,0.010274023,0,0,0,0.032451326,0,0,0
asv45234,0,0,0,0,0,0,0,0.026270162,0,0,0,0,0,0,0,0
asv46140,0,0,0,0,0,0,0,0,0,0.011937996,0.018767008,0.038366676,0,0,0.059002023,0
asv46358,0.023593575,0.098107213,0.028054783,0.024559842,0,0.041653851,0.188400493,0.06304839,0.116419069,0.052211064,0.028150511,0.076733352,0.047160529,0.100596007,0.053382783,0.038626308
asv46481,0.072482693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv49305,0,0,0,0.00460497,0,0,0,0,0,0,0,0,0,0.0201187,0,0
asv50817,0,0,0,0,0.005043678,0.066778953,0,0,0,0,0.015639173,0,0,0.027784697,0,0
asv51979,0,0.033698706,0.014027392,0.012279921,0.043467034,0.04347091,0,0.012259409,0,0,0.010947421,0,0.091853386,0.031975258,0.084288604,0.045649273
asv52023,0.020596298,0,0,0.00767495,0,0.014055736,0.013553992,0,0,0,0,0,0.026852431,0.016287581,0.059002023,0
asv53029,0,0,0,0,0,0.003748196,0.027107985,0,0,0,0,0,0,0,0,0
asv04750,0,0,0,0.00460497,0,0,0,0,0,0,0,0.005480954,0,0,0,0
asv17952,0,0.008283008,0,0,0.017148506,0.004542646,0,0.029772851,0.003483253,0.00536285,0.01720309,0.025577784,0.008398343,0.023890957,0.036525062,0.021068895
asv37687,0,0,0,0,0.003037175,0,0,0.015762097,0,0,0.007819587,0,0,0.007544513,0,0
asv49489,0,0.003418531,0,0,0,0,0,0,0,0,0,0.009134923,0,0,0,0
asv51506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024580378
asv49003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00842886,0
asv00106,0.069422853,0.013554013,0.031880436,0.021489861,0.010123917,0,0,0,0.061511899,0.142248801,0,0.051155568,0.010264641,0,0,0
asv05430,0.026856745,0.034941388,0.035706088,0,0.101100239,0.047019467,0.398487374,0,0.023036982,0.053129372,0.009383504,0,0.039007946,0.271428372,0.059002023,0.17908561
asv14730,0,0,0,0,0,0,0,0.033275539,0,0,0,0,0,0,0,0
asv22764,0,0,0,0,0,0.011244589,0,0,0,0,0,0,0,0.032274584,0,0
asv08017,0.099430406,0.011964858,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv29756,0.028408687,0.007976572,0.026779566,0,0.013113563,0,0.07048076,0,0,0,0,0,0.011099486,0,0,0.01404593
asv38564,0,0,0,0,0,0,0,0,0,0,0,0.021923815,0,0,0,0
asv39052,0,0,0,0,0,0,0.023041787,0,0,0,0,0,0,0.038621793,0,0
asv46296,0.136746337,0.007976572,0.026779566,0.021489861,0,0,0,0,0.015810019,0.008580561,0,0,0,0.260958235,0,0
asv31016,0,0.007530007,0,0,0.00706115,0,0,0,0,0,0,0,0.010264641,0.014371395,0,0
asv41121,0,0,0,0,0.011136308,0,0,0,0,0,0,0,0.01565464,0.006706651,0,0.019313154
asv54737,0,0,0,0,0,0,0,0.040280916,0,0,0,0,0,0,0.030905822,0
asv54771,0,0,0,0,0,0,0,0,0,0,0.010947421,0,0,0.031435469,0,0.052672238
asv06190,0,0,0,0,0,0.011244589,0.031174182,0.015762097,0,0.014692918,0,0.010961907,0,0,0,0
asv06806,0,0.044240716,0,0,0,0,0,0,0.028062368,0,0,0,0,0,0.050573163,0
asv47613,0.07812389,0,0.017853044,0.059864614,0,0,0,0,0,0,0,0,0,0,0,0
asv20927,0,0,0,0,0,0,0,0,0,0,0,0,0.012978073,0.012694419,0,0
asv00448,0,0,0,0,0.00706115,0,0,0,0.005137011,0,0,0.009134923,0,0,0.014048101,0
asv37121,0,0,0,0,0,0.004685245,0.025752585,0.026270162,0,0,0,0,0.013997238,0.019939606,0,0
asv03792,0,0,0.181080874,0,0,0,0,0,0.099492802,0,0,0,0,0,0,0
asv10290,0,0,0,0,0.022250681,0.038700105,0,0,0,0,0,0,0.052857728,0.162393633,0.030905822,0
asv19423,0.018465647,0,0,0.009209941,0.040448139,0.023426226,0.046083574,0.036778227,0.008806305,0.016691064,0.039097933,0.018269846,0.077856148,0.059818818,0.056192403,0.033359084
asv37647,0,0,0,0,0,0,0,0,0,0.00536285,0,0,0,0,0,0
asv43934,0.062023507,0.005127796,0.014027392,0,0,0,0,0,0.007338588,0.061570208,0,0.036539691,0,0.013413302,0,0
asv03302,0,0,0,0,0,0,0,0.064799734,0,0,0,0,0,0,0,0
asv03784,0,0,0,0,0.325145578,0,0,0,0,0,0,0,0,0,0,0
asv05873,0,0,0,0.026094832,0,0,0,0,0.025674751,0.042418209,0,0,0,0,0,0
asv08890,0,0,0.012752174,0,0.042418082,0.025300324,0.021686388,0.028021507,0,0,0,0.032885722,0.012130939,0.061256584,0.081478984,0.049160756
asv13388,0,0,0,0,0,0,0.025752585,0,0,0,0,0,0,0,0,0.033359084
asv20421,0,0.003765004,0.105843046,0,0,0,0.046083574,0,0,0,0,0,0,0,0,0
asv20759,0.018146449,0.012801012,0.03443087,0.012279921,0.010123917,0.006559343,0,0,0.029530086,0.043182253,0,0,0,0.023952325,0,0.098321511
asv26141,0,0.004558041,0,0,0.013128188,0.003748196,0,0.06304839,0.004403153,0,0,0,0.01119779,0.025628048,0.036525062,0.008778706
asv28390,0,0,0,0,0,0,0,0,0.002786602,0,0,0,0,0,0,0
asv28722,0.010162011,0.053603179,0,0.059864614,0,0,0,0,0.013943317,0.012870841,0.031278346,0,0,0,0,0
asv28765,0,0,0,0.019954871,0,0,0,0,0,0,0,0,0,0,0,0
asv39525,0.086865467,0.126941442,0.122420873,0.041444733,0.080848749,0.069793842,0.115208935,0.040280916,0.044420204,0.033690654,0.021894842,0.177217503,0.08855013,0.074967959,0.078669364,0.091298546
asv40577,0.025567819,0,0,0,0,0,0,0,0,0.022039377,0,0.036539691,0,0,0,0
asv47571,0,0,0.022953914,0.236388475,0,0,0,0,0,0,0,0,0,0,0,0
asv51826,0,0,0,0,0.03026207,0.024929567,0,0,0,0,0,0,0.011050334,0,0,0
asv53156,0,0.02108402,0.038256523,0,0,0,0,0,0,0,0,0,0,0,0.022476961,0
asv00673,0,0.043244414,0,0,0.01613977,0.069565684,0,0.06304839,0.01393301,0,0,0.058463506,0.036392818,0.072213912,0.109575185,0.021068895
asv03248,0,0,0,0.095169386,0,0,0.028463384,0,0,0,0,0,0,0,0,0
asv03734,0.108835278,0.070169194,0.011476957,0.019954871,0,0.014536468,0,0,0.098678239,0.025741682,0.032842263,0.034712707,0.077794708,0.037065049,0,0
asv03942,0,0,0,0,0,0.007496392,0,0,0,0,0,0,0,0,0,0
asv05586,0.070555372,0.019861356,0,0.030699802,0,0,0,0,0,0,0,0,0.019338085,0.021078046,0.042144302,0
asv05744,0,0,0,0,0,0,0.009487795,0,0,0,0,0,0,0,0,0.015801671
asv07295,0,0,0,0,0,0,0,0,0,0,0,0,0.01565464,0,0,0
asv07751,0,0,0,0.072144535,0,0,0,0,0,0,0,0,0,0,0,0
asv11318,0,0.009036008,0,0,0,0,0,0,0.020686572,0.058359766,0,0,0,0,0,0
asv12445,0,0.197563362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv13239,0,0,0,0,0.009078621,0,0.031174182,0,0,0,0,0,0,0,0,0
asv14381,0,0,0,0,0,0,0,0.127848123,0,0,0,0,0,0,0,0
